PROJECT_TYPE,APN,NAMEADDR,Alias,BESTSTAT,BESTDATE,Entitlement,PLN_CASENO,BP_APPLNO,PROPUSE,PLN_DESC,BP_DESC,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FILEDATE,PLANNER,APPLICANT,CONTACT,CONTACTPH,SOURCE,Supe_District,PLAN_AREA,PLAN_DISTRICT,NEIGHBORHOOD,ZONING_SIM,ZONING_DISTRICT,HEIGHT_DISTRICT,Location
Mixres,APN 5087003,SCHLAGE LOCK,Schlage Lock Project,PL APPROVED,2014-07-22T00:00:00,-1,2014.114,,,"Schlage Lock Project Tentative Subdivision Map #7182 for the development of up to 1,679 dwelling units and up to 20 commercial condominium units over 13 lots, together with parks, open spaces, pedestrian pathways and public streets.",,1679,1679,252,252,38000,38000,0,0,0,0,18000,18000,0,0,20000,20000,0,0,2014-07-22T00:00:00,CFLORES,,,,manual,D10,Schlage Lock,South Bayshore,Visitacion Valley,MUG,MIXED USE-GENERAL,57-X,"{'latitude': '37.7116529675', 'longitude': '-122.402222462', 'needs_recoding': False}"
Mixres,APN 9900048,PIER 48,Seawall Lot 337 / Mission Rock,PL FILED,2013-04-23T00:00:00,0,2013.0208,,,"The proposed project is the development of Seawall Lot 337 and Pier 48 (i.e. Mission Rock), which will include a mixed-use development, including open space, commercial, residential, retail and parking. The project would include approximately 3,600,000 s",,1500,1500,0,0,1950000,1950000,0,0,0,0,1700000,1700000,0,0,250000,250000,0,0,2013-06-04T00:00:00,TSHEYNER,Jon Knorpp,Jon Knorpp,972-1760,CASE TRACKING,D6,,South of Market,South of Market,M-2,HEAVY INDUSTRIAL,40-X,"{'latitude': '37.7757037635', 'longitude': '-122.386135109', 'needs_recoding': False}"
Mixres,APN 4110001,PIER 70,Waterfront Site,PL FILED,2015-02-10T00:00:00,0,2014-001272PRJ,,,"The proposed project would involve development of a 28-acre site into a mixed-use development, including parks, roads, and infrastructure. Below is a breakdown of the use types of the pier 70-waterfront site development. 

Residential ? Development of",,1100,1100,0,0,3449050,3449050,0,0,0,0,2024050,2024050,468000,468000,0,0,0,0,2014-11-10T00:00:00,ACONTRER,,Forest City Development California,415)(,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,M-2,HEAVY INDUSTRIAL,65-X,"{'latitude': '37.7597541361', 'longitude': '-122.386993514', 'needs_recoding': False}"
Mixres,APN 4167004,HOPE SF Potrero,HOPE SF Potrero,PL FILED,2010-06-30T00:00:00,0,2010.0515,,APARTMENTS,"Replace 606 units of public housing with 1,400-1,700 units of mixed-income, mixed-tenure housing, including 1-to1 replacement of public housing. Project will also include neighborhood serving retail, community facilities, parks and open space, and a new",,1600,994,0,0,30000,30000,0,0,0,0,10000,10000,0,0,20000,20000,0,0,2010-06-30T00:00:00,MSNYDER,,,,PERMIT TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",40-X,"{'latitude': '37.7558204802', 'longitude': '-122.395144145', 'needs_recoding': False}"
Mixres,APN 6310001,HOPE SF Sunnydale,HOPE SF Sunnydale,PL FILED,2010-04-28T00:00:00,0,2010.0305,,,"The project project is the Sunnydale HOPE SF Master Plan. The proposed project would demolish the existing Sunnydale public housing complexes and construct replacement housing, new market rate housing, infrastructure, open space, and community ammentitie",,1700,915,1700,915,88700,59424,0,0,0,0,0,0,0,0,88700,59424,0,0,2010-04-28T00:00:00,MSNYDER,,,,manual,D10,,South Central,Visitacion Valley,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7130874301', 'longitude': '-122.418990152', 'needs_recoding': False}"
Mixres,APN 3953002,88 ARKANSAS ST,,PL FILED,2015-03-25T00:00:00,0,2015-000453PRJ,,,Priority Processing application for both Affordable Housing and LEED Platinum.  The proposed project at 88 Arkansas Street proposes to demolish two existing single-story buildings on separate lots in order to build a new five story 127-unit Type 1 reside,,146,146,25,25,3275,3275,3275,3275,0,0,0,0,0,0,0,0,0,0,2015-01-14T00:00:00,KCONNER,"Fifth Historic Properties, LLC/Mart",Julie Heinzler,415-348-4644,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,48-X,"{'latitude': '37.7653561316', 'longitude': '-122.399047724', 'needs_recoding': False}"
Mixres,APN 0794028,555 FULTON ST,,CONSTRUCTION,2015-07-14T00:00:00,-1,2005.1085,201305036062,APARTMENTS,,"TO ERECT 5 STORIES OF 139 DWELLING UNITS, RETAIL, PARKING, STORAGE OFFICE UTILITY, ASSEMBLY",139,139,17,17,32800,13180,0,0,0,0,0,0,0,-19620,32800,32800,0,0,,MJACINTO,,,,PERMIT TRACKING,D5,Market and Octavia,Western Addition,Western Addition,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,40-X/50-X,"{'latitude': '37.7781680419', 'longitude': '-122.425752279', 'needs_recoding': False}"
Mixres,APN 3741031,75 HOWARD ST,,PL FILED,2012-01-13T00:00:00,0,2011.1122,,,Proposes to demolish the existing 8 -story parking garage (containing 550 parking spaces). The project would construct a residential bldg. containing 175 residential units and a below-grade parking garage. The parking garage would contain accessory parki,,133,133,0,0,5824,5824,0,0,0,0,0,0,0,0,17900,17900,0,0,2012-01-13T00:00:00,DLEWIS,Jim Abrams,Jim Abrams,415 393 8370,CASE TRACKING,D6,Transit Center District; Downtown,South of Market,Financial District,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),200-S,"{'latitude': '37.7915578785', 'longitude': '-122.391671499', 'needs_recoding': False}"
Resident,APN 8704004,360 BERRY ST,Eviva,CONSTRUCTION,2015-07-17T00:00:00,-1,,201312265046,APARTMENTS,,"ERECT A 5-STORIES, NO BASEMENT, 129 UNITS RESIDENTIAL BUILDING.",129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-26T00:00:00,,,,,PERMIT TRACKING,D6,Mission Bay,South of Market,South of Market,MB-RA,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN,MB-RA,"{'latitude': '37.7730344812', 'longitude': '-122.397263331', 'needs_recoding': False}"
Mixres,APN 3730015,1140 FOLSOM STREET,,PL FILED,2013-10-16T00:00:00,0,2013.0986,,,"The proposed project would remove the existing 14, 581 square feet building and parking lot and replace them with a new residential building over commercial.  Design high efficiency parking with BMR units on site. The proposed project would construct a 4",,128,128,0,0,5500,-9081,0,0,0,0,0,0,0,0,5500,-9081,0,0,2013-10-16T00:00:00,RSUCRE,John Bickford,John Bickford,675-2169,CASE TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,NCT,FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT,65-X,"{'latitude': '37.7762383802', 'longitude': '-122.408952216', 'needs_recoding': False}"
Mixres,APN 3728019,1298 HOWARD STREET,,PL FILED,2014-03-19T00:00:00,0,2014.0011,,,"The proposed project would contain 121 residential units, 10,050 sq.ft. of flex office/retail space.  Also proposed is a pedestrian alley connecting Howard and Natoma Streets.  The design of the project embraces the intent of Western SOMA zoning, respect",,121,121,0,0,10050,10050,0,0,0,0,10050,10050,0,0,0,0,0,0,2014-03-19T00:00:00,DVU,John Kevlin,John Kevlin,415.567.9000,CASE TRACKING,D6,Western SoMa (EN); South of Market,Downtown,South of Market,RED-MX,RESIDENTIAL ENCLAVE-MIXED,45-X,"{'latitude': '37.7756285786', 'longitude': '-122.412778676', 'needs_recoding': False}"
Resident,APN 5431A001,5800 03RD ST,,CONSTRUCTION,2015-07-31T00:00:00,-1,2012.0045,201211073775,APARTMENTS,The proposed project would construct buildings #3 and #4 as a modification to the previously approved project (case # 2003.0672CE). Building #3 will construct 150 market rate residential units with 141 at-grade parking spaces. Building #4 would construct,"ERECT 4-STORY, TYPE 5, 121 DWELLING UNITS BUILDING.",121,121,120,120,0,13000,0,0,0,0,0,0,0,13000,0,0,0,0,,MSNYDER,Robert Kagan,"Jared Eigerman, Esq,",567.9,CASE TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,M-1,LIGHT INDUSTRIAL,65-J,"{'latitude': '37.7251731211', 'longitude': '-122.395520043', 'needs_recoding': False}"
Mixres,APN 3510001,1415 MISSION ST,,CONSTRUCTION,2015-07-09T00:00:00,-1,2005.054,200810315586,,"Demo. of a tire store and construction of a 16-story mixed-use project with 156 dwelling units, 156 off-street valet parking spaces, and 2,350 GSF of ground floor retail use & 2,430 sf office.  Zoning Map Change, CU, and Section 309.",CONSTRUCTION OF FOURTEEN STORIES WITH 3 BASEMENTS ONE HUNDRED SEVENTEEN UNITS W/COMMERCIAL MIXED USE,121,121,18,18,4780,300,0,0,0,0,2430,2430,0,-4480,2350,2350,0,0,2009-08-27T00:00:00,BFU,Charles J. Higley,Charles J. Higley,415 567 9000,CASE TRACKING,D6,Downtown,Downtown,South of Market,C-3-G,DOWNTOWN- GENERAL,130-L,"{'latitude': '37.7749076317', 'longitude': '-122.415919822', 'needs_recoding': False}"
Resident,APN 4041009,630 INDIANA ST,,BP ISSUED,2014-12-24T00:00:00,-1,2012.1574,201312244989,AUTO REPA,"The proposed project includes demolition of the existing structures on the project site and construction of an approximately 114,700 sf building with 111 residential units and approximately 1,900 sf of ground-floor neighborhood-serving retail uses. The p","680 I: TO ERECT 5 STORIES OF 51 DWELLING UNITS WITH ASSEMBLY/PARKING
660 i: ERECT 5 STORIES, 60 DWELLING UNITS.",121,121,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,DSANCHEZ,,,,BLDG PERMIT,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,58-X,"{'latitude': '37.7621478295', 'longitude': '-122.391861643', 'needs_recoding': False}"
Resident,APN 3747012,325 FREMONT ST,,PL APPROVED,2014-07-17T00:00:00,-1,2012.1025,,APARTMENTS,"The proposed project would construct a 250-foot tall residential tower , containing 119 dwelling units and 61 off-street parking spaces.  The current planning is for resident parking below grade; lobby, bike parking and handicap parking at street level;",,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-02T00:00:00,RSUCRE,Steve Vettel,Steve Vettel,268-6171,CASE TRACKING,D6,Rincon Hill,South of Market,South of Market,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,85/250-R,"{'latitude': '37.7877714372', 'longitude': '-122.392946601', 'needs_recoding': False}"
Resident,APN 3639006,2675 FOLSOM ST,,PL FILED,2015-04-30T00:00:00,0,2014-000601PRJ,,,,,117,117,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-10T00:00:00,JBANALES,"Axis Development Group, LLC",,992-6997,CASE TRACKING,D9,Mission (EN),Mission,Mission,UMU,URBAN MIXED USE,40-X,"{'latitude': '37.7545945828', 'longitude': '-122.413811585', 'needs_recoding': False}"
Mixres,APN 3753148,377 06TH ST,,PL APPROVED,2014-08-29T00:00:00,-1,2014.0832,,,"The proposed project is to demolish the existing gas station and construct a new 8-story, 85-foot tall, 96,225-square-foot residential building with ground-floor retail.  The existing 1,610-square-foot building on the 12,990 square foot lot was construct",,116,116,22,22,4520,4520,0,0,0,0,0,0,0,0,4520,4520,0,0,2014-10-09T00:00:00,DVU,"Nakash Enterprises, LLC",Will  Mollard,415-523-0304,CASE TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,MUR,MIXED USE-RESIDENTIAL,85-X,"{'latitude': '37.7776640872', 'longitude': '-122.404157099', 'needs_recoding': False}"
Mixres,APN 3753106,923 FOLSOM STREET,,BP ISSUED,2015-05-12T00:00:00,-1,2012.1333,201311202410,,"The proposed project would include demolition of an existing 3,750 sq.ft., 3-story commercial office building related to MTR Western Sus Station and consturction of the site to a 4 and 8-story, 114 unit mixed-use residential building with approximately 1",ERECT 9 STORIES OF 115 DWELLING UNITS. MIX USE,115,115,14,14,1800,-1950,0,0,0,0,0,-3750,0,0,1800,1800,0,0,2013-05-23T00:00:00,BFU,Christopher Davenport,Christopher Davenport,925 309-2503,CASE TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,MUR,MIXED USE-RESIDENTIAL,45-X,"{'latitude': '37.7796093041', 'longitude': '-122.403380781', 'needs_recoding': False}"
Resident,APN 3767305,429 BEALE ST,,PL APPROVED,2009-05-14T00:00:00,-1,2007.1121,200903134091,,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces",,113,113,0,0,0,-35628,0,0,0,0,0,0,0,-35628,0,0,0,0,2009-02-27T00:00:00,BFU,Tuija I. Catalano,Tuija I. Catalano,415 567-9000,CASE TRACKING,D6,Rincon Hill,South of Market,South of Market,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,84-X,"{'latitude': '37.7872476356', 'longitude': '-122.390395593', 'needs_recoding': False}"
Resident,APN 0831024,PARCEL O,,PL FILED,2015-03-25T00:00:00,0,2015-002837PRJ,,,"The proposed project is to construct a 6 story building with 100% affordable housing development financed by the Mayor's Office of Housing. The project is 112 residential units, 2,100 sf of retail space, 1,470 sf of office space with no vehicle parking.",,112,112,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-03-06T00:00:00,KGUY,Mercy Housing California,Tim Dunn,415-355-7113,CASE TRACKING,D5,Market and Octavia,Western Addition,Western Addition,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,40-X,"{'latitude': '37.7753559271', 'longitude': '-122.425374345', 'needs_recoding': False}"
Mixres,APN 4060001,888 TENNESSEE ST,,PL APPROVED,2013-10-16T00:00:00,-1,2013.0975,,,"The proposed project is the demolition of an existing two-story building and construction of two four-story residential-over-retail building containing 110 dwelling units, 2,155 sq.ft. of retail use, and 10,073 sq.ft. of courtyard open space.  The projec",,110,110,0,0,2155,-36365,0,0,0,0,0,0,0,-38520,2155,2155,0,0,2013-12-03T00:00:00,RSUCRE,Andrew Junius,Andrew Junius,415 567 9000,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,45-X,"{'latitude': '37.7607662646', 'longitude': '-122.389984667', 'needs_recoding': False}"
Mixres,APN 0340002,19-25 MASON ST & 2-16 TURK ST,,PL APPROVED,2014-03-04T00:00:00,-1,2012.0678,,,"Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including",,110,110,0,0,2955,2955,0,0,0,0,0,0,0,0,2955,2955,0,0,2012-08-14T00:00:00,WWIETGRE,John Kevlin,John Kevlin,415.567.9000,CASE TRACKING,D6,Downtown,Downtown,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,120-X,"{'latitude': '37.7837500979', 'longitude': '-122.409494227', 'needs_recoding': False}"
Resident,APN 0836007,1554 MARKET ST,,BP FILED,2013-11-22T00:00:00,0,,201311222657,APARTMENTS,,ERECT 12-STORY RESIDENTIAL & COMMERCIAL BUILDING.,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KGUY,,,,PERMIT TRACKING,D5,Market and Octavia; Downtown,Buena Vista,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,120-R-2,"{'latitude': '37.7749804242', 'longitude': '-122.420196107', 'needs_recoding': False}"
Mixres,APN 0836006,1550 MARKET ST,,PL FILED,2013-06-19T00:00:00,0,2012.0877,,,"Demolition of two existing buildings and the construction of a new 12-story residential tower with 109 dwelling units, 4,560sf of ground floor commercial space, 105 bicycle parking spaces, a car share space, 28 off-street parking spaces, and a landscaped",,109,109,0,0,4560,-16928,0,0,0,0,0,-14822,0,0,4560,-2106,0,0,2013-06-19T00:00:00,EWATTY,Christopher Davenport,Christopher Davenport,925-309-2503,CASE TRACKING,D5,Market and Octavia; Downtown,Buena Vista,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,120-R-2,"{'latitude': '37.7748892682', 'longitude': '-122.420080838', 'needs_recoding': False}"
Mixres,APN 4045003,2171 THIRD ST,,BP FILED,2013-06-21T00:00:00,0,2013.0784,201306210213,APARTMENTS,"The proposal is to demolish the two existing industrial/office buildings on the 29,438-square-foot subject lot and construct two 7-story, 68-foot tall residential buildings. The proposed new buildings would have approximately 154,509 gross square feet of","ERECT MIXED-USE (RESIDENTIAL, RETAIL) NEW BUILDING.",109,109,0,0,3143,-20511,0,0,0,0,0,0,0,-23654,3143,3143,0,0,2013-09-10T00:00:00,DVU,,,,PERMIT TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,68-X,"{'latitude': '37.7623405114', 'longitude': '-122.388255218', 'needs_recoding': False}"
Mixres,APN 0667016,1545 PINE ST,,BP FILED,2013-12-03T00:00:00,-1,2006.0383,201312033256,,"Demolish three existing buildings and construct two buildings, a 14-story building and a six-story building containing a total of 113 dwelling units, 113 parking spaces, and 10,000 sq. ft. of ground floor commercial. The new building would be approximate","TO ERECT 12 STORIES, 2 BASEMENT, 107 RESIDENTIAL WITH RETAIL AND PARKING.",107,107,12,12,5229,-22771,0,0,0,0,0,-16000,0,-12000,5229,5229,0,0,2012-11-21T00:00:00,SLAI,Eileen Long,Lucian Robert Blazej,415 695-1111,CASE TRACKING,D3,Van Ness Corridor,Northeast,Nob Hill,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",130-V,"{'latitude': '37.7892721056', 'longitude': '-122.421211229', 'needs_recoding': False}"
Mixres,APN 0855010,1740 MARKET ST,,PL FILED,2015-01-29T00:00:00,0,2014.0409,,,"The proposed project is to demolish the existing 25,108 square foot commercial building and construct an 9-story, 85-foot tall mixed use building.  The existing building on the 13, 642 square foot subject lot was constructed in 1940.  The proposed new bu",,100,100,0,0,7630,7630,7630,7630,0,0,0,0,0,0,0,0,0,0,2014-03-18T00:00:00,TCHANG,,,,CASE TRACKING,D5,Market and Octavia,Buena Vista,Western Addition,NCT-3,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,85-X,"{'latitude': '37.7725441778', 'longitude': '-122.423102028', 'needs_recoding': False}"
Resident,APN 0757028,1100 GOLDEN GATE AV,1239 TURK ST,CONSTRUCTION,2015-07-17T00:00:00,-1,2008.1162,201207104447,,"New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units",ERECT TYPE 1 & TYPE V NEW BUILDING,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008-12-11T00:00:00,CNIKITAS,Desiree Espinoza,Desiree Espinoza,415-421-8605,CASE TRACKING,D5,,Western Addition,Western Addition,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",50-X,"{'latitude': '37.7802585877', 'longitude': '-122.429485283', 'needs_recoding': False}"
Resident,APN 3994001C,650 ILLINOIS ST,,PL APPROVED,2014-06-05T00:00:00,-1,2010.0726,,,"Demolition of existing structures and the construction of a new 6-story, 65.4-ft-tall building with 71,225 sf of residential (97 dwellings) and 45 off-street parking spaces.",,97,97,0,0,0,-15349,0,0,0,0,0,0,0,-15349,0,0,0,0,2010-08-23T00:00:00,DVU,,,,manual,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,68-X,"{'latitude': '37.7637856036', 'longitude': '-122.388374828', 'needs_recoding': False}"
Mixres,APN 0744010,950 GOUGH ST,,PL FILED,2015-05-11T00:00:00,0,2012.0506,,,"Mixed-use building comprised of 100 residential dwelling units, church and community space, 73 space parking garage and courtyard.",,95,95,11,11,10100,10100,10100,10100,0,0,0,0,0,0,0,0,0,0,2012-04-16T00:00:00,MWOODS,,,,CASE TRACKING,D5,,Western Addition,Downtown/Civic Center,RM-4,"RESIDENTIAL- MIXED, HIGH DENSITY",80-B,"{'latitude': '37.7822225671', 'longitude': '-122.423765945', 'needs_recoding': False}"
Resident,APN 4102026,645 TEXAS ST,1300 22nd Street,BP ISSUED,2015-01-27T00:00:00,-1,2012.1218,201312093691,,"The proposed project would construct a new 4-story, 94 unit residential project over 64 off-street parking spaces. The proposed building would be 4 stories and 45 feet in height.",ERECT 5-STORY TYPE-V NEW RESIDENTIAL BUILDING.,94,94,11,11,0,-30000,0,0,0,0,0,-10000,0,-20000,0,0,0,0,2013-05-09T00:00:00,DSANCHEZ,Peter & Daniel Cliff,Christopher Davenport,925 309-2503,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,MUR,MIXED USE-RESIDENTIAL,40-X,"{'latitude': '37.7579634092', 'longitude': '-122.394571813', 'needs_recoding': False}"
